Gender,Age,Education Level,IT Student,Financial Condition,Self Lms,Device,Adaptivity Level,Institution Type,Internet Type
Boy,11-15,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,Yes,Mid,Yes,Mobile,Moderate,Non Government,Wifi
Girl,16-20,University,Yes,Poor,Yes,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Poor,Yes,Computer,High,Non Government,Wifi
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Rich,No,Mobile,High,Non Government,Wifi
Girl,16-20,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,26-30,University,No,Poor,No,Mobile,Low,Government,Mobile Data
Boy,16-20,College,Yes,Mid,Yes,Tab,Moderate,Government,Wifi
Boy,11-15,School,Yes,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Mobile,Low,Non Government,Wifi
Girl,16-20,University,Yes,Mid,No,Mobile,Low,Non Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Low,Government,Wifi
Boy,16-20,College,No,Mid,Yes,Mobile,Moderate,Government,Wifi
Boy,16-20,School,No,Mid,No,Mobile,Moderate,Government,Wifi
Boy,21-25,University,No,Poor,Yes,Mobile,High,Non Government,Mobile Data
Boy,21-25,University,Yes,Poor,Yes,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Moderate,Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,21-25,University,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,21-25,University,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Wifi
Boy,16-20,University,No,Mid,Yes,Computer,Moderate,Government,Wifi
Boy,21-25,University,Yes,Mid,No,Mobile,Low,Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,16-20,College,No,Mid,No,Mobile,Low,Government,Wifi
Girl,21-25,University,No,Mid,No,Mobile,Low,Government,Wifi
Girl,21-25,University,Yes,Rich,No,Computer,Moderate,Non Government,Wifi
Girl,16-20,University,Yes,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,16-20,School,No,Mid,No,Mobile,Low,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,16-20,College,Yes,Mid,No,Mobile,Moderate,Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,High,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,No,Mid,No,Computer,Moderate,Non Government,Wifi
Girl,21-25,University,Yes,Poor,Yes,Tab,Low,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Low,Non Government,Wifi
Boy,21-25,University,Yes,Poor,No,Mobile,Low,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,No,Mid,No,Mobile,Low,Government,Wifi
Girl,6-10,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,21-25,University,Yes,Mid,Yes,Computer,Moderate,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,21-25,University,No,Poor,Yes,Mobile,Low,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Low,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Government,Mobile Data
Boy,11-15,School,No,Rich,No,Mobile,High,Non Government,Wifi
Girl,21-25,University,No,Mid,No,Computer,Moderate,Non Government,Wifi
Girl,26-30,University,No,Poor,No,Mobile,Low,Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,Yes,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Moderate,Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,No,Mid,No,Computer,Moderate,Non Government,Wifi
Girl,16-20,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Computer,Low,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,No,Mid,Yes,Mobile,Low,Government,Mobile Data
Boy,6-10,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Rich,No,Mobile,Moderate,Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,26-30,University,Yes,Rich,No,Computer,High,Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,21-25,University,Yes,Mid,No,Mobile,Low,Government,Mobile Data
Boy,11-15,School,No,Rich,No,Mobile,High,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,16-20,School,No,Rich,No,Mobile,Moderate,Government,Mobile Data
Boy,11-15,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,11-15,School,No,Poor,No,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Girl,6-10,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,High,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Girl,16-20,University,Yes,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,11-15,School,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Girl,21-25,University,Yes,Mid,Yes,Computer,Moderate,Non Government,Wifi
Boy,21-25,University,Yes,Mid,Yes,Computer,Moderate,Non Government,Wifi
Boy,16-20,School,No,Rich,No,Mobile,Moderate,Government,Mobile Data
Boy,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,11-15,School,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,Yes,Mid,Yes,Computer,Low,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,16-20,College,No,Mid,No,Mobile,Moderate,Government,Wifi
Boy,21-25,University,No,Mid,No,Mobile,Moderate,Government,Mobile Data
Girl,6-10,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,High,Non Government,Wifi
Girl,11-15,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Boy,16-20,University,No,Mid,Yes,Computer,Moderate,Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,High,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Low,Non Government,Wifi
Girl,6-10,School,No,Poor,No,Mobile,High,Non Government,Mobile Data
Girl,11-15,School,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,16-20,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,21-25,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Low,Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Government,Mobile Data
Boy,26-30,University,No,Mid,No,Mobile,Moderate,Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Low,Non Government,Wifi
Boy,21-25,University,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Girl,26-30,University,No,Poor,No,Mobile,Low,Government,Mobile Data
Girl,6-10,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,21-25,University,No,Mid,No,Mobile,Low,Non Government,Wifi
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Girl,16-20,University,Yes,Mid,Yes,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Girl,6-10,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,16-20,College,No,Mid,No,Mobile,Moderate,Government,Wifi
Boy,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Boy,16-20,School,No,Mid,No,Mobile,Moderate,Government,Wifi
Girl,16-20,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Government,Wifi
Girl,21-25,University,Yes,Mid,Yes,Mobile,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Low,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Girl,11-15,School,No,Rich,No,Mobile,Low,Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,16-20,School,No,Rich,No,Mobile,Moderate,Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,Yes,Mobile,Moderate,Non Government,Mobile Data
Girl,16-20,University,Yes,Mid,Yes,Computer,Moderate,Non Government,Wifi
Boy,26-30,University,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,16-20,University,No,Mid,Yes,Computer,Moderate,Government,Wifi
Girl,16-20,College,No,Mid,No,Computer,Moderate,Non Government,Wifi
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,21-25,University,Yes,Mid,Yes,Computer,Moderate,Non Government,Wifi
Girl,21-25,University,Yes,Mid,No,Mobile,Low,Non Government,Wifi
Boy,16-20,School,No,Rich,No,Mobile,Moderate,Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Low,Non Government,Wifi
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,21-25,University,No,Mid,Yes,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Wifi
Girl,16-20,College,No,Mid,Yes,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,High,Non Government,Mobile Data
Boy,6-10,School,No,Rich,No,Mobile,High,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Low,Government,Wifi
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,6-10,School,No,Rich,No,Mobile,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,16-20,University,No,Mid,Yes,Computer,Low,Government,Wifi
Boy,21-25,College,Yes,Mid,No,Mobile,Moderate,Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Girl,6-10,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Boy,21-25,College,Yes,Mid,No,Mobile,Moderate,Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,26-30,University,Yes,Poor,No,Mobile,Moderate,Government,Mobile Data
Boy,21-25,University,Yes,Poor,Yes,Computer,High,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,16-20,College,Yes,Mid,No,Mobile,Low,Government,Mobile Data
Girl,21-25,University,No,Mid,Yes,Mobile,High,Non Government,Wifi
Girl,21-25,College,Yes,Mid,No,Mobile,Moderate,Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,6-10,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Girl,11-15,School,No,Rich,No,Mobile,Moderate,Government,Wifi
Girl,11-15,School,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Boy,21-25,University,Yes,Poor,No,Computer,Moderate,Non Government,Wifi
Boy,6-10,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,16-20,College,Yes,Mid,Yes,Tab,Moderate,Government,Wifi
Boy,21-25,University,No,Rich,No,Tab,High,Non Government,Wifi
Girl,11-15,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,6-10,School,No,Rich,No,Mobile,High,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Low,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,High,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,Yes,Computer,Moderate,Non Government,Wifi
Boy,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,16-20,College,No,Mid,No,Mobile,Low,Government,Wifi
Boy,21-25,University,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,21-25,University,Yes,Poor,No,Mobile,Low,Non Government,Wifi
Boy,21-25,University,Yes,Mid,No,Computer,Low,Non Government,Wifi
Boy,16-20,College,No,Mid,Yes,Mobile,Moderate,Government,Wifi
Boy,16-20,School,No,Mid,No,Mobile,Moderate,Government,Wifi
Girl,6-10,School,No,Mid,No,Mobile,High,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,High,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Moderate,Government,Mobile Data
Boy,6-10,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Girl,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Girl,16-20,University,No,Mid,Yes,Mobile,Low,Government,Wifi
Boy,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Boy,21-25,University,Yes,Rich,Yes,Computer,High,Non Government,Wifi
Girl,21-25,University,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,16-20,College,No,Mid,No,Mobile,Moderate,Government,Wifi
Boy,21-25,University,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Mobile,Low,Non Government,Wifi
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,26-30,University,Yes,Poor,No,Mobile,Moderate,Government,Mobile Data
Girl,11-15,School,No,Rich,No,Mobile,Moderate,Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Girl,26-30,University,No,Mid,No,Mobile,Low,Government,Wifi
Boy,16-20,School,No,Rich,No,Mobile,Moderate,Government,Mobile Data
Boy,21-25,University,No,Mid,Yes,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,6-10,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,6-10,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Mobile,Low,Government,Mobile Data
Boy,16-20,College,No,Mid,Yes,Mobile,Moderate,Government,Wifi
Girl,21-25,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,11-15,School,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,High,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,26-30,University,No,Poor,No,Mobile,Low,Government,Mobile Data
Girl,21-25,University,No,Poor,No,Mobile,Low,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Computer,Low,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,16-20,University,No,Mid,Yes,Computer,Low,Government,Wifi
Boy,11-15,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,16-20,School,No,Rich,No,Mobile,High,Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Rich,No,Mobile,Low,Government,Wifi
Boy,16-20,University,No,Poor,No,Mobile,Moderate,Government,Mobile Data
Boy,11-15,School,No,Poor,No,Mobile,Low,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,21-25,University,Yes,Poor,Yes,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,No,Rich,No,Computer,Moderate,Non Government,Wifi
Girl,21-25,University,No,Mid,Yes,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Poor,No,Mobile,Low,Non Government,Wifi
Boy,21-25,University,Yes,Mid,Yes,Computer,Moderate,Non Government,Wifi
Girl,11-15,School,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,26-30,University,No,Mid,No,Mobile,Low,Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,11-15,School,No,Rich,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Boy,21-25,University,Yes,Mid,Yes,Computer,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,26-30,University,No,Mid,No,Mobile,High,Government,Mobile Data
Boy,11-15,School,No,Mid,No,Computer,Low,Non Government,Wifi
Girl,16-20,School,No,Mid,No,Mobile,Low,Non Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Low,Government,Wifi
Girl,6-10,School,No,Mid,No,Mobile,High,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Low,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,High,Non Government,Mobile Data
Girl,21-25,University,Yes,Rich,No,Computer,Moderate,Non Government,Wifi
Girl,21-25,University,No,Mid,No,Mobile,Low,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Low,Non Government,Wifi
Boy,21-25,University,Yes,Mid,Yes,Mobile,Moderate,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Rich,No,Mobile,High,Non Government,Wifi
Boy,11-15,School,No,Poor,No,Mobile,Low,Non Government,Wifi
Girl,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Boy,21-25,University,No,Mid,Yes,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Mobile,Low,Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,21-25,University,Yes,Mid,No,Computer,Low,Government,Mobile Data
Boy,21-25,University,No,Mid,No,Tab,Moderate,Non Government,Wifi
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Poor,No,Mobile,Moderate,Non Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,Yes,Mobile,Moderate,Non Government,Wifi
Girl,11-15,School,No,Rich,No,Mobile,Moderate,Government,Wifi
Boy,11-15,School,No,Poor,No,Mobile,Low,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,21-25,University,No,Rich,No,Tab,Moderate,Non Government,Wifi
Boy,16-20,College,No,Mid,No,Mobile,Low,Government,Wifi
Girl,21-25,University,Yes,Rich,No,Computer,Moderate,Non Government,Wifi
Boy,11-15,School,No,Poor,No,Mobile,Low,Non Government,Wifi
Boy,26-30,University,No,Poor,No,Mobile,Low,Government,Mobile Data
Boy,21-25,University,Yes,Mid,Yes,Computer,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Girl,16-20,College,No,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,26-30,University,Yes,Rich,No,Computer,High,Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Low,Government,Wifi
Boy,21-25,University,Yes,Mid,Yes,Mobile,Moderate,Non Government,Mobile Data
Girl,21-25,University,Yes,Mid,Yes,Mobile,Moderate,Non Government,Wifi
Girl,16-20,University,Yes,Mid,No,Computer,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,High,Non Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,High,Government,Wifi
Girl,21-25,University,No,Mid,Yes,Mobile,Low,Government,Wifi
Girl,11-15,School,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,Yes,Mid,Yes,Computer,Low,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,High,Non Government,Mobile Data
Boy,16-20,College,No,Mid,No,Mobile,Moderate,Government,Mobile Data
Girl,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,16-20,College,No,Poor,No,Mobile,Low,Government,Mobile Data
Girl,16-20,College,No,Mid,Yes,Mobile,Low,Non Government,Mobile Data
Boy,16-20,College,No,Mid,No,Mobile,Moderate,Government,Wifi
Boy,21-25,University,No,Mid,No,Mobile,Moderate,Non Government,Wifi
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Girl,16-20,University,Yes,Poor,Yes,Mobile,Moderate,Non Government,Mobile Data
Boy,6-10,School,No,Rich,No,Mobile,Moderate,Non Government,Wifi
Boy,16-20,College,Yes,Mid,No,Mobile,Low,Government,Mobile Data
Boy,21-25,University,Yes,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,21-25,University,No,Mid,No,Mobile,Low,Government,Mobile Data
Girl,16-20,College,No,Mid,No,Mobile,Low,Government,Mobile Data
Boy,11-15,School,No,Mid,No,Mobile,Moderate,Non Government,Mobile Data
Boy,11-15,School,No,Poor,No,Mobile,Low,Non Government,Mobile Data
Girl,16-20,College,No,Mid,Yes,Mobile,Low,Non Government,Mobile Data
Boy,16-20,School,No,Mid,No,Mobile,Moderate,Government,Wifi
